USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.4  0.0  23696 14976 ?        Ss   12:01   0:03 /sbin/init splash
muhamma+    3664  0.0  0.1 267176 24716 ?        Sl   12:02   0:00 /usr/libexec/ibus-x11 --kill-daemon
muhamma+    3670  0.0  0.0 310432  7332 ?        Sl   12:02   0:00 /usr/libexec/ibus-portal
muhamma+    3685  0.0  0.0 389388  8208 ?        Ssl  12:02   0:00 /usr/libexec/gvfs-afc-volume-monitor
muhamma+    3733  0.0  0.1 825496 29792 ?        Ssl  12:02   0:00 /usr/libexec/evolution-addressbook-factory
muhamma+    3735  0.0  0.0 309780  6556 ?        Ssl  12:02   0:00 /usr/libexec/gvfs-goa-volume-monitor
muhamma+    3752  0.0  0.0 309800  6796 ?        Ssl  12:02   0:00 /usr/libexec/gvfs-mtp-volume-monitor
muhamma+    3764  0.0  0.0 310768  7140 ?        Ssl  12:02   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
muhamma+    3770  0.0  0.0 627960 14920 ?        Ssl  12:02   0:00 /usr/libexec/xdg-desktop-portal
muhamma+    3789  0.0  0.0 536568  7632 ?        Ssl  12:02   0:00 /usr/libexec/xdg-document-portal
root        3799  0.0  0.0   2712  2052 ?        Ss   12:02   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
muhamma+    3805  0.0  0.1 2793752 27248 ?       Sl   12:02   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
muhamma+    3821  1.4  0.3 830620 52496 ?        SNsl 12:02   0:09 /usr/libexec/tracker-miner-fs-3
muhamma+    3822  0.0  0.7 1507632 124420 ?      Ssl  12:02   0:00 /usr/libexec/xdg-desktop-portal-gnome
muhamma+    3829  0.1  0.0 236776  7616 ?        Sl   12:02   0:01 /usr/libexec/ibus-engine-simple
muhamma+    3878  0.0  0.0 609448  9280 ?        Sl   12:02   0:00 /usr/libexec/gvfsd-trash --spawner :1.23 /org/gtk/gvfs/exec_spaw/0
muhamma+    3897  0.0  0.1 415768 26560 ?        Ssl  12:02   0:00 /usr/libexec/xdg-desktop-portal-gtk
muhamma+    3914  0.1  0.3 3206488 59428 ?       Sl   12:02   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
muhamma+    3968  0.0  0.0 237300  7736 ?        Ssl  12:02   0:00 /usr/libexec/gvfsd-metadata
root        4008  0.0  0.2 482332 44444 ?        Ssl  12:02   0:00 /usr/libexec/fwupd/fwupd
muhamma+    4705  3.5  2.2 51114116 359328 ?     SLl  12:02   0:23 /opt/google/chrome/chrome
muhamma+    4711  0.0  0.0   8436  1884 ?        S    12:02   0:00 cat
muhamma+    4712  0.0  0.0   8436  1892 ?        S    12:02   0:00 cat
muhamma+    4714  0.0  0.0 50354856 3928 ?       Sl   12:02   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/muhammad_ahmad/.config/google-chrome/Crash Reports --metrics-dir=/home/muhammad_ahmad/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=145.0.7632.45 --initial-client-fd=5 --shared-client-connection
muhamma+    4716  0.0  0.0 50345620 3448 ?       Sl   12:02   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/muhammad_ahmad/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=145.0.7632.45 --initial-client-fd=4 --shared-client-connection
muhamma+    4722  0.0  0.3 50996916 62304 ?      S    12:02   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --change-stack-guard-on-fork=enable
muhamma+    4723  0.0  0.3 50996904 62000 ?      S    12:02   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --change-stack-guard-on-fork=enable
muhamma+    4725  0.0  0.1 50996928 18484 ?      S    12:02   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --change-stack-guard-on-fork=enable
muhamma+    4750  3.7  1.2 51461164 195736 ?     Sl   12:02   0:24 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=x11 --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,16100566789208663750,14314426912154602875,262144 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190708988185955192
muhamma+    4752  0.9  0.8 50779448 138120 ?     Sl   12:02   0:06 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8562715252400922521,15495659166195221037,524288 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190708989122997041
muhamma+    4765  0.0  0.3 51064056 57320 ?      Sl   12:02   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7684681747957202414,908334445867967227,524288 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190708990060038890
muhamma+    4980  2.9  2.0 1460099008 323836 ?   Sl   12:02   0:18 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=48736192 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5625005096718401873,3171834596788690369,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190708998493415531
muhamma+    4993  8.3  1.8 1460085912 301240 ?   Sl   12:02   0:53 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=49223306 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,136497025860802841,8258495739781706062,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190708999430457380
muhamma+    5004  0.1  0.7 1461742508 120788 ?   Sl   12:02   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=49503251 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5360840185665986631,13753696679539235158,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190709000367499229
muhamma+    5039  0.0  0.7 1460046836 119816 ?   Sl   12:02   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=50780095 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1812064254111439820,1964337386627180535,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190709002241582927
muhamma+    5054  0.0  0.5 50799532 82872 ?      Sl   12:02   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3562516909365606938,15521315042790383509,524288 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190709003178624776
muhamma+    5059  1.2  1.4 2255796 229116 ?      Sl   12:02   0:08 /usr/bin/nautilus --gapplication-service
muhamma+    5100  0.0  0.0 390136 10504 ?        Sl   12:02   0:00 /usr/libexec/gvfsd-recent --spawner :1.23 /org/gtk/gvfs/exec_spaw/1
muhamma+    5495  0.7  0.6 998164 101724 ?       Sl   12:02   0:04 /usr/bin/evince /home/muhammad_ahmad/Documents/GIKI/Notes/Semester6/CS316/Assignment1/Assignment 1-1.pdf
muhamma+    5641  0.0  0.0 230076  5860 ?        Sl   12:02   0:00 /usr/libexec/evinced
muhamma+    6268  0.0  0.2 566724 32052 ?        Sl   12:03   0:00 /usr/bin/update-notifier
muhamma+   11491  2.0  0.3 850320 60084 ?        Ssl  12:04   0:10 /usr/libexec/gnome-terminal-server
muhamma+   11504  0.0  0.0  15232  9632 pts/0    Ss   12:04   0:00 bash
muhamma+   11751  0.0  0.0  15232  9620 pts/1    Ss+  12:04   0:00 bash
muhamma+   11989  0.0  0.0  15232  9616 pts/2    Ss   12:04   0:00 bash
muhamma+   12237  0.0  0.1  69176 26704 pts/0    Sl+  12:04   0:00 vim commands.txt
muhamma+   12412  0.3  1.0 1460047104 160144 ?   Sl   12:07   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=37 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=324012633 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18027627080388408952,10414927961642738364,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190709020982419907
root       12435  0.1  0.0      0     0 ?        I    12:07   0:00 [kworker/u48:7-i915]
root       12476  0.0  0.0      0     0 ?        I    12:07   0:00 [kworker/6:0-events]
root       12797  0.0  0.0      0     0 ?        I    12:10   0:00 [kworker/3:0-mm_percpu_wq]
root       13097  0.0  0.0      0     0 ?        S    12:10   0:00 [psimon]
root       13106  0.0  0.0      0     0 ?        I    12:10   0:00 [kworker/0:2]
muhamma+   13172  0.0  0.4 1459963728 74672 ?    Sl   12:11   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=54 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=582973379 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2961568960032487562,8989086006101230397,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190709036912131340
muhamma+   13253  0.4  0.7 1461725100 112996 ?   Sl   12:12   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=57 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=639102508 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6267223515706033933,1355230044725573778,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190709039723256887
root       13274  0.3  0.0      0     0 ?        I    12:12   0:00 [kworker/u48:0-flush-259:0]
root       13281  0.0  0.0      0     0 ?        I    12:12   0:00 [kworker/11:0]
muhamma+   13282 19.0  0.5 1461675860 92884 ?    Sl   12:13   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4714 --enable-crash-reporter=123490fe-fef0-4848-a8f6-34df198b0063, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=59 --time-ticks-at-unix-epoch=-1771225305628098 --launch-time-ticks=684752670 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9597767629618652570,18141992283631906527,2097152 --field-trial-handle=3,i,17011381941878064874,14906711934037018469,262144 --variations-seed-version=20260215-030006.524000-production --trace-process-track-uuid=3190709041597340585
muhamma+   13292  0.0  0.0  13752  4696 pts/2    R+   12:13   0:00 ps aux
